r2,rmse,mae,best_params
0.3321201085194967,10.903583787376586,8.177139575711616,"{'max_depth': 5, 'n_estimators': 150}"
0.32596250009506267,10.900638168737778,8.18587153542104,"{'max_depth': 5, 'n_estimators': 150}"
0.3290551541324731,10.844134423210777,8.140319981376203,"{'max_depth': 5, 'n_estimators': 150}"
0.32685085817164483,10.881950526612725,8.167248681401794,"{'max_depth': 5, 'n_estimators': 150}"
